,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage,MasVnrArea,GarageYrBlt,MasVnrType,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Electrical,GarageType,GarageFinish,GarageQual,GarageCond,SalePrice
458,10,4,125,1,3,3,0,4,0,17,2,2,0,5,7,6,28,46,3,0,11,14,1,2,2,0,0,498,409,1,1,1,561,289,0,393,0,0,1,0,3,1,2,9,6,1,1,22,2,69,152,0,0,0,0,0,8,2,8,4,77,0,13,2,3,3,3,5,5,4,5,2,4,4,161000
459,8,3,206,1,0,0,0,0,0,3,2,2,0,0,4,3,50,0,1,0,8,8,1,4,1,110,0,463,458,1,4,1,664,80,0,113,1,0,1,0,3,1,2,7,6,1,1,82,2,0,0,71,0,0,0,0,9,3,8,4,77,54,36,0,3,3,3,3,5,4,5,2,4,4,110000
460,9,1,300,1,0,3,0,4,0,21,6,2,0,5,7,4,109,59,1,0,12,12,2,4,2,330,0,294,533,1,0,1,560,27,0,514,1,0,2,1,3,1,1,10,6,0,2,229,2,0,42,0,0,0,0,0,3,3,6,5,82,12,95,3,2,3,3,2,5,4,3,0,4,4,263435
461,10,3,226,1,3,3,0,4,0,18,1,2,0,5,6,8,38,57,1,0,13,13,2,2,2,205,42,0,403,1,0,1,455,150,0,76,1,0,1,0,3,1,2,8,6,0,2,245,2,111,0,0,0,0,0,0,6,3,8,4,66,0,57,2,2,1,3,0,1,4,5,1,4,4,155000
462,4,3,332,1,0,3,0,4,0,19,2,2,0,2,4,4,65,15,1,0,8,8,1,4,1,338,61,0,553,1,2,1,580,0,0,710,0,0,1,0,3,1,1,7,6,1,1,85,2,0,0,65,0,0,0,0,3,3,8,4,66,0,51,2,3,3,3,4,1,4,5,2,4,4,62383
463,10,3,762,1,0,1,0,4,1,6,2,2,0,5,5,6,36,45,3,0,11,11,1,4,1,190,0,373,463,1,1,1,571,280,0,388,0,0,1,1,3,1,1,8,6,1,1,25,2,0,0,0,0,0,0,0,10,2,8,4,81,0,27,2,3,3,3,3,5,0,5,2,4,4,188700
464,4,3,346,1,3,1,0,4,1,5,2,2,0,2,4,4,78,28,1,0,6,6,1,4,1,377,0,401,24,1,4,1,26,0,0,16,0,0,2,0,3,1,1,7,6,0,0,0,2,0,0,0,0,0,0,0,10,3,8,4,66,32,66,1,2,3,3,4,5,4,1,2,4,4,124000
465,0,4,64,1,3,3,0,4,0,0,2,2,4,2,6,4,104,54,3,0,12,12,2,4,2,0,0,124,221,1,0,1,258,0,0,238,0,0,2,0,2,1,2,8,6,1,2,106,2,32,72,0,0,0,0,0,7,0,8,4,77,69,90,1,2,3,3,5,5,4,1,0,4,4,178740
466,4,3,631,1,3,3,0,4,0,12,2,2,0,2,6,4,70,20,0,4,9,9,1,2,1,475,0,449,174,1,4,1,192,0,0,159,1,0,1,0,2,1,1,7,6,1,2,209,2,0,0,0,0,27,0,0,6,1,8,4,92,0,56,2,3,1,1,2,5,4,1,2,4,4,167000
467,10,3,492,1,3,3,0,4,0,12,0,2,0,5,4,6,44,45,1,0,8,8,1,4,1,231,0,338,471,1,0,1,596,250,0,378,0,0,1,1,3,1,2,9,6,2,1,64,2,49,0,0,0,0,0,0,8,1,8,4,86,97,30,3,3,3,3,3,5,4,1,2,4,4,146500
468,4,3,723,1,0,3,0,4,0,16,2,2,0,2,7,4,106,56,1,0,12,12,2,4,2,0,0,184,322,1,0,1,359,0,0,371,0,0,2,0,3,1,2,9,6,1,3,365,2,0,131,0,0,0,0,0,7,1,8,4,105,114,92,3,2,3,3,5,5,4,1,1,4,4,250000
469,9,3,469,1,0,3,0,0,0,20,7,2,0,5,5,4,93,43,1,0,6,6,2,4,2,260,0,387,533,1,0,1,560,316,0,419,0,0,2,1,3,1,2,9,6,0,2,193,2,32,158,0,0,0,0,0,8,2,8,4,83,22,79,1,2,3,3,2,5,4,1,1,4,4,187000
470,0,3,190,1,0,3,0,0,0,22,2,2,4,2,7,4,85,35,1,0,6,6,2,4,2,217,12,0,266,1,4,1,296,0,0,289,1,0,1,1,1,1,2,6,6,0,2,211,2,0,142,0,0,9,0,0,8,4,8,4,77,0,71,2,2,3,0,2,1,4,1,1,4,4,212000
471,9,3,760,1,3,3,0,4,0,14,3,2,0,5,6,5,77,27,4,5,14,9,1,4,1,0,0,634,518,1,4,1,119,278,0,529,0,0,2,1,3,1,1,10,6,1,2,217,2,0,0,0,0,53,0,0,2,1,8,4,99,0,63,2,2,3,3,5,5,4,1,1,4,4,190000
472,2,4,78,1,3,3,0,4,0,7,2,2,4,7,5,4,105,55,1,0,12,12,1,4,2,280,0,672,400,1,0,1,51,0,0,34,1,0,1,0,2,1,1,7,6,0,2,208,2,0,106,0,0,0,0,0,8,2,8,4,41,258,91,1,2,3,1,2,5,4,2,1,4,4,148000
474,0,3,132,1,3,3,0,4,0,22,2,2,4,2,7,4,100,50,1,0,5,5,2,4,2,50,0,304,269,1,0,1,366,0,0,382,1,0,2,0,2,1,3,8,6,0,2,187,2,241,135,0,0,0,0,0,10,1,8,4,47,0,86,2,2,3,0,2,5,4,1,1,4,4,251000
475,4,3,355,1,3,3,0,0,0,19,2,2,0,2,4,5,63,13,3,0,6,6,1,4,1,387,0,336,619,1,4,1,657,0,0,756,1,0,1,0,2,1,1,7,6,0,2,277,2,0,91,0,0,35,0,0,9,1,8,4,87,0,82,2,3,3,3,2,5,4,5,2,4,4,132500
476,4,3,833,1,3,3,0,4,1,5,2,2,0,2,5,4,97,48,1,0,12,12,1,4,2,565,0,442,260,1,0,1,290,0,0,283,1,0,2,0,3,1,2,9,6,1,2,194,2,28,124,0,0,0,0,0,6,2,8,4,82,90,83,1,2,3,1,2,5,4,1,0,4,4,208900
478,4,3,634,1,3,3,0,4,0,5,2,2,0,2,7,4,107,58,3,0,12,12,2,4,2,70,0,397,340,1,0,1,395,0,0,425,1,0,2,0,3,1,2,9,6,1,3,350,2,81,131,0,0,0,0,0,11,3,8,4,86,166,93,3,0,3,1,2,5,4,1,1,4,4,297000
479,5,4,158,1,3,0,0,4,0,17,2,2,0,2,3,6,39,50,3,0,11,11,1,4,0,104,0,585,573,1,4,1,95,0,0,73,0,0,1,0,2,1,1,9,6,0,2,301,2,0,159,0,0,0,0,0,5,1,8,2,56,202,81,0,1,3,3,4,5,4,5,2,4,4,89471
482,10,4,51,1,3,3,0,0,0,17,2,2,0,5,6,7,18,55,1,0,11,11,2,4,2,174,0,512,575,1,0,1,617,336,0,472,1,0,1,1,4,1,3,9,3,1,1,8,2,0,0,0,0,0,0,0,8,3,8,4,56,0,5,2,3,3,3,0,5,4,1,2,1,1,155000
483,0,4,110,1,3,3,0,2,0,11,2,2,3,2,5,4,98,48,3,0,12,12,1,4,2,526,0,322,134,1,0,1,153,0,0,120,1,0,2,0,2,1,1,7,6,0,2,108,2,0,25,0,0,0,0,0,7,0,8,4,38,19,84,1,0,3,3,2,5,4,1,2,4,4,164000
484,4,3,273,1,0,3,0,0,0,19,2,2,0,2,4,6,62,51,1,0,6,9,1,2,1,360,0,391,642,1,2,1,680,0,0,768,1,0,1,0,3,1,2,8,6,0,1,36,2,0,30,0,0,0,0,0,5,1,8,4,77,0,49,2,3,3,3,0,5,4,5,2,4,4,132500
485,4,3,512,1,3,3,0,4,0,12,2,2,0,2,4,6,50,57,1,0,8,8,2,4,1,371,0,454,75,1,2,1,81,0,0,59,0,0,1,0,3,1,2,7,6,1,1,36,2,0,167,9,0,0,0,0,9,3,8,4,87,0,36,2,3,3,3,0,5,4,1,2,4,4,147000
486,4,3,594,1,3,3,0,4,0,12,2,2,0,2,4,6,65,15,3,0,8,8,1,4,1,504,0,257,47,1,4,1,52,0,0,35,1,0,1,1,3,1,1,8,6,0,2,201,2,0,0,0,0,0,0,0,8,1,8,4,86,60,51,1,3,3,3,0,5,4,1,1,4,4,156000
487,4,3,785,1,0,3,0,4,0,14,2,2,0,2,4,5,71,21,1,0,9,9,1,4,1,566,0,444,263,1,2,1,287,0,0,278,0,0,2,0,3,1,1,9,6,1,2,178,2,91,0,0,0,29,0,0,4,1,8,4,76,0,57,2,2,3,0,0,5,4,1,2,4,4,175000
488,3,3,657,1,3,3,0,0,0,17,2,2,1,0,4,3,8,20,1,0,13,13,1,1,1,411,0,297,607,1,4,0,403,189,0,627,0,0,2,0,3,2,1,0,4,1,2,204,0,30,0,0,0,0,0,0,7,0,3,4,66,0,56,2,3,0,3,1,5,0,1,2,4,1,160000
489,2,4,29,1,3,3,0,4,0,10,2,2,3,6,3,7,70,52,1,0,5,5,1,2,1,312,0,60,422,1,4,1,466,0,0,666,1,0,1,0,1,1,2,5,6,0,1,47,2,0,0,0,0,0,0,0,7,3,8,4,34,0,56,2,2,3,0,2,5,4,1,2,4,4,86000
490,1,4,59,1,3,3,0,4,0,10,2,2,4,5,4,5,76,26,1,0,5,5,1,4,2,0,0,279,371,1,4,1,462,211,0,173,0,0,1,1,3,1,1,6,6,1,1,76,2,29,91,0,0,0,0,0,8,2,8,4,77,0,62,2,2,3,2,5,5,4,3,0,4,4,115000
491,8,3,493,1,3,3,0,4,0,12,0,2,0,0,5,6,43,0,1,0,13,13,1,4,1,243,28,258,516,1,4,1,646,177,0,341,1,0,1,0,3,1,0,7,6,2,1,25,2,0,0,86,0,0,0,0,10,0,8,4,86,0,29,2,3,3,3,1,4,0,1,2,4,4,133000
492,9,3,905,1,0,3,0,0,0,8,2,2,0,5,5,4,106,56,1,0,12,12,2,4,2,0,0,578,471,1,2,1,496,233,0,259,0,0,2,1,3,1,1,10,6,0,2,128,2,0,0,0,0,0,0,0,7,0,6,5,5,0,92,2,2,3,3,5,5,4,1,1,4,4,172785
493,4,3,293,1,3,3,0,4,0,12,2,2,0,2,4,5,60,10,1,0,3,13,1,4,1,221,101,354,168,1,4,1,188,0,0,155,0,0,1,1,3,1,1,8,6,1,1,62,2,0,0,0,0,0,0,0,8,2,8,4,76,0,50,2,3,3,3,1,3,0,5,2,4,4,155000
494,5,4,150,1,3,3,0,4,0,17,0,2,0,2,4,7,40,46,1,0,8,8,1,4,0,0,0,224,360,1,2,1,594,0,0,718,0,0,1,0,2,1,1,6,6,0,1,39,2,32,72,107,0,0,0,0,3,3,8,4,56,0,26,2,1,3,3,5,5,0,1,2,4,4,91300
495,5,0,286,1,3,3,0,4,0,9,2,2,0,2,3,4,23,0,1,0,13,13,1,4,1,299,0,250,466,1,4,0,494,0,0,673,0,0,1,0,2,1,1,6,6,0,0,0,0,0,140,7,0,0,0,0,2,3,8,0,66,0,66,2,3,3,3,4,5,0,1,2,4,4,34900
497,8,3,442,1,3,3,0,4,0,3,2,2,0,0,6,5,28,0,1,0,13,13,1,2,2,192,0,555,18,1,0,1,97,210,0,470,1,0,2,0,4,1,1,10,6,0,1,25,0,0,2,0,0,0,0,0,8,2,8,4,66,0,13,2,3,3,3,4,5,4,5,2,4,4,184000
498,4,3,276,1,3,3,0,4,0,19,2,2,0,2,4,6,67,54,3,0,6,6,1,4,2,276,0,394,553,1,0,1,603,0,0,722,0,0,1,0,3,1,2,7,6,0,1,49,2,221,0,0,0,0,0,0,8,3,8,4,71,265,53,1,3,3,3,0,5,4,1,0,4,4,130000
499,4,3,252,1,0,3,0,4,0,12,2,2,0,2,4,6,58,35,1,0,8,8,1,4,1,33,55,462,577,1,1,1,613,0,0,729,0,1,1,0,2,1,1,7,6,0,1,54,2,14,108,0,0,0,0,12,8,1,8,4,76,0,44,2,3,3,3,1,3,4,1,0,4,4,120000
500,1,4,34,1,3,3,0,4,0,2,2,2,3,5,5,4,73,23,1,0,6,6,1,4,1,210,0,319,439,1,4,1,473,143,0,122,0,0,1,1,3,1,1,9,6,0,1,36,2,32,106,0,0,0,0,0,7,1,8,4,34,137,59,1,3,3,3,1,5,4,5,2,4,4,113000
501,9,1,531,1,3,3,0,4,0,21,2,2,0,5,6,4,105,55,1,0,12,12,2,4,2,241,0,430,554,1,2,1,582,332,0,447,0,0,2,1,3,1,2,9,6,0,2,260,2,0,9,0,0,0,0,0,4,2,8,4,82,0,91,2,2,3,3,2,5,4,1,1,4,4,226700
502,4,3,451,1,3,3,0,0,0,7,1,2,0,2,4,6,65,15,3,0,8,8,1,4,1,429,139,399,132,1,0,1,151,0,0,118,1,0,1,0,2,1,1,8,6,0,2,156,2,0,0,39,0,0,0,10,6,1,8,4,76,0,51,2,3,3,3,0,2,4,5,2,1,1,140000
503,4,3,907,1,0,3,0,4,0,6,2,2,0,2,6,7,59,47,1,0,3,13,1,4,1,62,0,272,273,1,4,1,412,0,0,463,1,0,2,0,1,1,1,8,6,2,2,176,2,0,142,0,0,21,0,0,5,4,8,4,0,0,45,2,3,3,3,0,5,4,1,0,4,4,289000
504,1,3,48,1,3,3,0,4,0,13,2,2,4,5,5,4,74,24,1,0,9,2,1,4,1,152,96,12,546,1,4,1,574,117,0,183,0,1,2,1,3,1,1,8,6,1,2,139,2,114,0,0,0,0,0,0,8,3,8,4,35,0,60,2,3,3,3,0,4,4,1,2,4,4,147000
505,14,4,260,1,3,3,0,4,0,17,0,2,2,5,4,4,52,2,3,0,13,13,1,4,1,0,0,711,612,1,2,1,648,1,0,524,0,0,2,0,4,2,1,0,6,0,2,107,0,0,0,0,0,0,0,0,9,3,0,4,66,178,38,1,3,3,3,5,5,4,5,2,4,4,124500
506,9,3,505,1,0,3,0,4,0,20,2,2,0,5,7,4,93,44,1,0,12,12,2,4,2,226,0,378,497,1,0,1,46,297,0,502,0,0,2,1,3,1,2,10,6,1,2,163,2,62,168,0,0,0,0,0,11,0,8,4,87,25,79,1,2,3,3,2,5,4,1,1,4,4,215000
507,4,1,284,1,0,3,0,4,0,21,2,2,0,2,5,4,109,59,1,0,12,12,2,4,2,157,0,69,135,1,0,1,155,0,0,122,0,0,2,0,2,1,2,6,6,0,2,304,2,0,4,0,0,0,0,0,11,3,6,5,82,0,95,2,2,3,3,2,5,4,1,0,4,4,208300
508,10,4,512,1,3,3,0,4,0,17,2,2,0,5,6,8,31,55,2,0,8,8,1,0,0,87,0,475,446,1,0,1,481,212,0,218,0,0,2,0,3,1,2,9,6,1,2,85,0,0,0,8,0,0,0,0,1,2,8,4,66,0,16,2,3,3,3,4,5,4,5,2,4,4,161000
509,4,3,512,1,3,3,0,0,0,12,2,2,0,2,4,5,59,9,1,0,8,8,1,4,1,564,0,450,25,1,0,1,27,0,0,17,1,0,1,0,3,1,1,8,6,0,1,37,2,91,174,0,0,0,0,0,9,3,8,4,87,30,45,1,3,3,3,0,5,4,1,1,4,4,124500
510,4,3,885,1,3,3,0,4,0,12,2,2,0,2,4,6,51,50,3,0,13,13,2,4,1,401,35,213,8,1,0,1,238,0,0,207,1,0,1,0,2,1,1,8,2,2,1,49,2,152,129,0,0,24,0,6,8,3,8,4,82,251,37,0,3,3,3,1,4,4,4,2,4,4,164900
511,0,3,189,1,0,3,0,4,0,16,2,2,4,2,6,4,105,56,1,0,12,12,2,4,2,0,0,120,216,1,0,1,240,0,0,211,0,0,2,0,2,1,2,8,6,1,2,166,2,22,121,0,0,0,0,0,5,0,6,5,46,270,91,3,2,3,3,5,5,4,1,1,4,4,202665
512,4,3,440,1,3,3,0,0,0,12,1,2,0,2,4,4,58,8,1,0,12,12,1,4,1,316,32,199,553,1,4,1,580,0,0,710,1,0,1,0,3,1,1,7,6,0,2,277,2,0,0,0,0,0,0,0,9,0,8,4,76,0,50,2,3,3,3,1,3,4,5,2,4,4,129900
513,4,3,454,1,3,0,0,0,0,11,2,2,0,2,5,4,83,33,1,0,12,12,1,2,2,197,0,593,54,1,4,1,58,0,0,39,0,0,1,1,3,1,1,7,6,0,2,176,2,15,0,27,0,0,0,0,8,1,8,4,78,0,69,2,3,3,3,0,5,4,1,2,4,4,134000
514,7,3,626,1,3,3,0,4,0,6,2,2,0,1,4,4,29,0,1,0,13,13,1,4,0,0,0,605,491,3,1,0,530,0,0,687,0,0,1,0,2,1,1,7,6,0,1,14,2,0,0,5,0,0,0,0,8,1,8,4,61,0,14,2,3,3,3,5,5,4,5,2,3,3,96500
516,12,3,613,1,0,3,0,0,0,14,2,2,0,7,5,5,72,22,1,0,6,6,1,4,1,0,0,551,446,1,4,1,245,240,0,575,0,0,2,1,3,1,1,9,6,1,2,249,2,0,6,0,0,0,0,0,10,3,0,0,77,164,58,1,3,3,3,5,5,4,1,1,4,4,158000
517,9,3,585,1,0,3,0,4,0,15,2,2,0,5,6,4,96,47,1,0,12,12,2,4,2,0,0,91,164,1,0,1,192,17,0,619,0,0,2,1,3,1,2,9,6,1,3,373,2,89,0,0,0,0,0,0,9,3,8,4,86,269,82,1,2,3,3,5,5,4,1,1,4,4,265000
518,9,3,500,1,0,3,0,1,0,5,2,2,0,5,5,4,98,48,1,0,12,12,1,4,2,435,0,672,507,1,0,1,591,339,0,460,1,0,2,1,3,1,1,9,6,0,2,225,2,0,122,0,0,0,0,0,7,1,8,4,77,0,84,2,2,3,2,2,5,4,1,1,4,4,211000
519,10,3,665,1,3,3,0,4,0,6,2,2,0,5,6,8,29,54,2,0,8,8,2,4,0,0,0,94,173,1,0,1,191,275,0,562,0,0,1,1,3,1,2,11,6,2,1,44,2,0,0,0,0,13,0,0,8,3,8,4,59,0,14,2,2,3,3,5,5,4,5,2,4,4,234000
520,3,3,657,1,3,3,0,4,0,17,2,2,1,5,3,6,8,50,1,0,8,8,1,4,0,0,0,0,0,1,4,0,484,171,0,167,0,0,2,0,3,2,1,9,6,0,0,0,0,89,15,53,0,0,0,0,10,2,8,4,66,0,66,2,3,3,3,5,5,0,1,2,4,4,106250
521,4,3,762,1,0,3,0,0,0,12,1,2,0,2,5,5,57,7,1,0,12,12,1,4,1,474,0,431,150,1,0,1,172,0,0,139,0,0,1,1,3,1,1,8,6,2,1,76,2,0,126,0,0,0,0,0,7,1,8,4,97,0,43,2,3,3,3,4,5,0,1,2,4,4,150000
522,8,4,121,1,3,3,0,0,0,3,1,2,0,0,5,6,47,0,1,0,5,5,1,2,1,239,0,509,4,1,0,1,3,195,0,391,0,0,2,0,3,1,1,9,6,2,2,121,2,0,91,89,0,0,0,0,1,0,8,4,56,0,36,2,3,3,3,0,5,4,5,2,4,4,159000
525,4,1,251,1,3,3,0,4,0,21,2,2,0,2,6,4,105,55,1,0,12,12,2,4,2,0,0,88,159,1,0,1,186,0,0,153,0,0,2,0,3,1,2,8,6,1,2,148,2,176,38,0,0,0,0,0,6,0,8,4,68,0,91,2,2,3,3,5,5,4,1,2,4,4,176000
526,4,3,839,1,3,3,0,4,0,12,2,2,0,2,4,6,56,50,3,0,13,13,1,4,1,223,0,479,588,1,4,1,625,0,0,736,0,0,1,0,2,1,1,6,6,0,1,30,2,115,0,26,0,0,0,0,8,1,8,4,76,0,42,2,2,3,3,4,5,4,1,2,4,4,132000
528,5,3,439,1,0,3,0,4,0,7,2,2,0,2,3,6,23,52,1,0,13,13,1,4,0,202,0,216,392,1,0,1,460,0,0,664,1,0,1,0,2,1,1,7,6,0,0,0,0,0,0,21,0,0,0,0,9,1,8,4,64,0,66,2,3,3,2,0,5,4,1,2,4,4,86000
529,4,3,16,1,0,3,0,1,0,6,2,2,0,2,5,2,57,25,3,0,13,10,2,4,2,58,0,642,363,1,4,1,438,0,0,633,1,0,3,0,4,2,1,11,0,2,2,176,2,0,0,49,0,0,0,0,5,1,8,2,77,0,61,2,3,3,3,4,5,4,1,1,4,4,200624
530,12,3,581,1,3,3,0,4,0,23,2,2,0,7,5,4,88,39,1,0,6,6,2,4,1,476,0,547,252,1,0,1,301,0,0,294,1,0,2,0,3,1,2,7,6,1,2,257,2,91,0,0,0,0,0,0,10,2,8,0,92,93,74,1,2,3,0,2,5,4,1,1,4,4,175000
531,10,4,164,1,0,3,0,3,0,3,8,1,0,5,5,7,23,49,1,0,13,13,1,4,0,0,0,512,414,1,0,1,506,175,0,206,0,0,2,0,3,1,1,8,6,0,2,190,2,0,0,109,0,0,0,0,8,2,8,4,66,0,8,2,1,0,2,5,5,4,5,0,4,1,128000
532,4,3,226,1,3,3,0,4,0,12,2,2,0,2,4,6,55,57,1,0,12,12,1,4,3,0,0,0,0,1,0,1,557,0,0,697,0,0,1,0,2,1,1,7,4,1,1,102,2,0,0,0,0,0,0,0,6,4,8,4,66,0,53,2,3,3,3,5,5,4,5,2,4,4,107500
533,4,3,121,1,3,2,0,4,1,3,2,2,0,2,0,2,46,0,1,0,12,12,0,1,3,0,0,0,0,1,1,0,441,0,0,658,0,0,1,0,1,1,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,56,0,66,2,3,3,3,5,5,1,1,2,4,4,39300
534,9,3,434,1,0,3,0,4,0,8,2,2,0,5,7,4,104,54,1,0,12,12,2,4,2,0,0,563,456,1,0,1,490,221,0,238,0,0,2,1,3,1,2,8,6,1,2,109,2,1,121,0,0,0,0,0,1,0,8,4,81,0,90,2,0,1,0,5,5,4,1,0,4,4,178000
535,3,3,205,1,3,3,0,4,0,7,2,2,1,5,4,6,13,41,1,0,8,8,1,4,1,553,0,148,78,1,4,1,553,136,0,197,1,0,1,0,3,1,1,7,6,0,0,0,0,233,0,23,0,0,0,0,0,2,8,4,76,0,66,2,2,3,1,2,5,4,1,2,4,4,107500
536,9,3,415,1,0,3,0,1,0,5,2,2,0,5,6,4,98,49,1,0,12,12,1,4,2,0,0,673,562,1,0,1,590,296,0,428,0,0,2,1,3,1,2,10,6,0,2,210,2,15,45,0,0,0,0,0,9,2,8,4,63,0,84,2,2,3,0,5,5,4,1,0,4,4,188000
537,4,3,814,1,0,3,0,2,0,12,2,2,0,2,3,4,72,22,3,0,8,8,1,4,1,366,0,279,553,1,4,1,580,0,0,710,0,0,1,0,3,1,1,7,6,0,2,245,2,86,0,0,0,0,0,0,6,2,0,4,77,0,66,2,3,3,3,1,5,4,5,2,4,4,111250
538,4,3,730,1,0,3,0,4,0,19,2,2,0,2,4,4,68,18,3,0,9,9,1,4,1,415,0,364,30,1,4,1,117,0,0,92,0,0,1,1,3,1,1,9,6,1,1,76,2,198,0,0,0,0,0,0,9,0,8,4,77,75,54,1,3,3,3,1,5,4,1,2,4,4,158000
539,4,3,720,1,3,3,0,4,0,5,2,2,0,2,7,4,101,52,1,0,12,12,2,4,2,81,0,248,305,1,0,1,344,0,0,351,1,0,2,0,3,1,2,8,6,1,2,299,2,60,0,0,0,0,0,6,7,4,8,4,77,215,87,1,2,3,0,2,5,4,1,1,4,4,272000
541,9,3,675,1,3,3,0,2,0,15,2,2,0,5,7,4,100,50,1,0,12,12,2,4,2,0,0,716,618,1,0,1,678,63,0,610,0,0,2,1,4,1,2,10,6,1,3,289,2,0,145,0,0,0,0,0,8,1,8,4,77,252,86,1,2,3,3,5,5,4,3,0,4,4,248000
542,4,3,570,1,3,3,0,4,0,14,6,2,0,2,6,4,98,49,3,0,12,12,2,4,2,88,13,365,327,1,0,1,379,0,0,400,1,0,2,0,3,1,2,9,0,1,2,249,2,229,160,0,0,0,0,0,8,3,8,4,85,0,84,2,0,3,3,3,2,4,1,0,4,4,213250
543,0,2,92,1,3,3,0,4,0,12,2,2,4,6,6,4,98,48,1,0,8,8,1,4,2,357,22,0,468,1,0,1,516,0,0,679,1,0,1,0,1,1,1,6,6,0,1,88,2,15,126,0,0,0,0,0,8,1,8,4,40,71,84,1,2,3,0,2,3,4,1,0,4,4,133000
544,9,3,932,1,0,3,0,4,0,8,2,2,0,5,6,4,106,56,1,0,12,12,2,4,2,339,0,1,431,1,0,1,472,288,0,285,1,0,2,1,3,1,2,9,6,1,2,126,2,1,91,0,0,0,0,0,11,0,6,5,64,0,92,2,2,1,0,2,5,4,1,1,4,4,179665
545,8,3,866,1,0,3,0,0,0,14,2,2,0,0,6,4,88,38,1,0,6,6,2,2,2,2,40,0,128,1,2,1,244,276,0,589,0,0,2,1,4,1,2,11,6,0,3,340,2,0,0,0,0,0,0,0,4,0,8,4,77,68,74,1,2,1,3,2,3,4,1,2,4,4,229000
546,8,3,382,1,0,0,0,4,0,3,2,2,0,0,5,6,26,0,1,0,3,13,1,4,0,175,0,604,43,1,0,1,616,230,0,372,0,0,1,1,3,1,1,8,6,1,2,139,2,0,123,0,3,0,0,0,7,1,8,4,76,0,36,2,2,3,3,4,5,0,5,2,4,4,210000
547,13,3,230,1,3,3,0,4,0,11,2,2,0,6,4,6,70,20,1,0,12,12,1,2,1,379,0,152,491,1,0,1,517,0,0,680,1,0,1,0,2,1,1,7,6,0,2,277,2,3,0,0,0,0,0,0,6,1,8,4,60,0,73,2,2,3,0,0,5,4,5,2,4,4,129500
548,4,4,325,1,0,1,0,4,0,17,1,5,0,2,4,6,55,45,1,0,8,8,1,2,1,108,118,0,530,1,4,1,556,0,0,696,1,0,1,0,2,1,1,6,6,0,2,321,2,28,137,0,0,0,0,0,8,2,8,4,55,0,49,2,3,3,3,3,4,4,5,1,4,4,125000
549,9,1,482,1,3,3,0,4,0,21,2,2,0,5,6,4,103,54,1,0,12,12,2,4,2,0,0,687,577,1,0,1,613,46,0,568,0,0,2,1,4,1,2,10,6,1,2,270,2,62,62,0,0,0,0,0,2,3,8,4,82,0,89,2,2,3,3,5,5,4,3,0,4,4,263000
550,0,3,90,1,3,3,0,4,0,13,2,2,4,2,5,5,77,27,1,0,9,9,1,4,1,341,0,456,45,1,4,1,49,0,0,33,0,0,2,0,2,1,1,6,6,0,2,139,2,0,144,0,0,38,0,0,1,2,0,0,59,0,63,2,2,3,3,0,5,4,1,1,4,4,140000
551,4,4,159,1,3,3,0,4,0,17,2,2,0,2,4,5,57,7,3,0,3,3,1,4,1,178,0,516,588,1,2,1,625,0,0,736,0,0,1,0,3,1,1,7,6,0,1,49,2,0,0,0,0,0,0,0,8,2,8,4,56,0,43,2,3,3,3,4,5,0,1,0,4,4,112500
552,4,3,686,1,0,3,0,4,0,16,2,2,0,2,7,4,106,56,1,0,12,12,2,4,2,0,0,202,341,1,0,1,394,0,0,424,0,0,2,0,3,1,2,9,6,1,3,380,2,50,124,0,0,0,0,0,9,3,8,4,94,115,92,3,0,3,0,5,5,4,1,1,4,4,255500
553,4,3,394,1,3,3,0,4,0,7,1,2,0,2,3,4,49,53,1,0,12,12,1,4,1,0,0,0,0,1,0,1,91,0,0,70,0,0,2,0,2,1,2,7,6,0,2,204,0,0,180,0,0,0,0,0,7,3,8,4,73,0,88,2,3,3,3,5,5,4,5,0,4,4,108000
554,9,3,630,1,3,3,0,4,0,16,2,2,0,5,6,4,103,54,1,0,12,12,2,4,2,517,0,107,641,1,0,1,5,10,0,554,1,0,2,1,3,1,2,10,6,1,3,368,2,149,151,0,0,0,0,0,10,2,8,4,92,142,89,1,2,3,3,2,5,4,3,1,4,4,284000
555,7,4,177,1,3,3,0,4,0,3,2,2,0,1,4,5,25,0,1,0,8,8,1,4,0,0,0,727,638,1,4,1,31,0,0,20,0,0,1,0,2,1,1,7,6,1,1,42,2,0,0,8,0,0,0,0,10,0,8,4,64,0,10,2,3,0,3,5,5,0,5,2,4,4,113000
